"","order","family","genus","species","adultbodymass","adultforearmlen","adultheadbodylen","basalmetrate","basalmetratemass","dietbreadth","homerange","terrestriality","weaningage"
"Idionycteris_phyllotis","Chiroptera","Vespertilionidae","Idionycteris","phyllotis",2.49568172295596,3.79526444481795,4.07753744390572,NA,NA,NA,NA,2,NA
"Kerivoula_africana","Chiroptera","Vespertilionidae","Kerivoula","africana",NA,3.3322045101752,NA,NA,NA,NA,NA,2,NA
"Kerivoula_agnella","Chiroptera","Vespertilionidae","Kerivoula","agnella",NA,3.58324112209094,NA,NA,NA,NA,NA,2,NA
"Kerivoula_argentata","Chiroptera","Vespertilionidae","Kerivoula","argentata",2.31352503303238,3.59731226058845,NA,NA,NA,NA,NA,2,NA
"Kerivoula_cuprosa","Chiroptera","Vespertilionidae","Kerivoula","cuprosa",NA,3.49620448524049,NA,NA,NA,NA,NA,2,NA
"Kerivoula_eriophora","Chiroptera","Vespertilionidae","Kerivoula","eriophora",NA,3.3322045101752,NA,NA,NA,NA,NA,2,NA
"Kerivoula_flora","Chiroptera","Vespertilionidae","Kerivoula","flora",1.79342474854712,3.6438820881832,NA,NA,NA,NA,NA,2,NA
"Kerivoula_hardwickii","Chiroptera","Vespertilionidae","Kerivoula","hardwickii",1.51512723296286,3.5550623063796,NA,NA,NA,NA,NA,2,NA
"Kerivoula_intermedia","Chiroptera","Vespertilionidae","Kerivoula","intermedia",NA,3.34955314850982,NA,NA,NA,NA,NA,2,NA
"Kerivoula_lanosa","Chiroptera","Vespertilionidae","Kerivoula","lanosa",1.8961194845523,3.40119738166216,NA,NA,NA,NA,NA,2,NA
"Kerivoula_lenis","Chiroptera","Vespertilionidae","Kerivoula","lenis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kerivoula_minuta","Chiroptera","Vespertilionidae","Kerivoula","minuta",0.708035793053696,3.29583686600433,NA,NA,NA,NA,NA,2,NA
"Kerivoula_muscina","Chiroptera","Vespertilionidae","Kerivoula","muscina",1.66581824587021,3.48093234968101,NA,NA,NA,NA,NA,2,NA
"Kerivoula_myrella","Chiroptera","Vespertilionidae","Kerivoula","myrella",NA,3.58324112209094,NA,NA,NA,NA,NA,2,NA
"Kerivoula_papillosa","Chiroptera","Vespertilionidae","Kerivoula","papillosa",2.32336763217657,3.71357206670431,NA,NA,NA,1,NA,2,NA
"Kerivoula_pellucida","Chiroptera","Vespertilionidae","Kerivoula","pellucida",1.42069578783722,3.44998754583159,NA,NA,NA,NA,NA,2,NA
"Kerivoula_phalaena","Chiroptera","Vespertilionidae","Kerivoula","phalaena",1.10856261952128,3.3322045101752,NA,NA,NA,NA,NA,2,NA
"Kerivoula_picta","Chiroptera","Vespertilionidae","Kerivoula","picta",1.50407739677627,3.55791618959512,NA,NA,NA,NA,NA,2,NA
"Kerivoula_smithii","Chiroptera","Vespertilionidae","Kerivoula","smithii",NA,3.51154543883102,NA,NA,NA,NA,NA,2,NA
"Kerivoula_whiteheadi","Chiroptera","Vespertilionidae","Kerivoula","whiteheadi",1.19088756477728,3.40119738166216,NA,NA,NA,NA,NA,2,NA
"Laephotis_angolensis","Chiroptera","Vespertilionidae","Laephotis","angolensis",NA,3.52636052461616,NA,NA,NA,NA,NA,2,NA
"Laephotis_botswanae","Chiroptera","Vespertilionidae","Laephotis","botswanae",1.98513086220859,3.58324112209094,NA,NA,NA,NA,NA,2,NA
"Laephotis_namibensis","Chiroptera","Vespertilionidae","Laephotis","namibensis",NA,3.65039846729565,NA,NA,NA,NA,NA,2,NA
"Laephotis_wintoni","Chiroptera","Vespertilionidae","Laephotis","wintoni",1.80828877117927,3.65039846729565,NA,NA,NA,NA,NA,2,NA
"Lampronycteris_brachyotis","Chiroptera","Phyllostomidae","Lampronycteris","brachyotis",2.34084380511114,3.67908161163383,NA,NA,NA,2,NA,2,NA
"Lasionycteris_noctivagans","Chiroptera","Vespertilionidae","Lasionycteris","noctivagans",2.39971180372477,3.71989350764311,NA,NA,NA,1,NA,2,35.99
"Lasiurus_atratus","Chiroptera","Vespertilionidae","Lasiurus","atratus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_blossevillii","Chiroptera","Vespertilionidae","Lasiurus","blossevillii",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_borealis","Chiroptera","Vespertilionidae","Lasiurus","borealis",2.51203531717625,3.70647376251489,NA,2.85876641848083,2.50143595173921,1,NA,2,38
"Lasiurus_castaneus","Chiroptera","Vespertilionidae","Lasiurus","castaneus",2.52652832447882,3.79526444481795,NA,NA,NA,1,NA,2,NA
"Lasiurus_cinereus","Chiroptera","Vespertilionidae","Lasiurus","cinereus",3.29805662274264,3.9963641538619,4.3221439250725,2.80396625793204,2.99071973173045,1,NA,2,36.41
"Lasiurus_degelidus","Chiroptera","Vespertilionidae","Lasiurus","degelidus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_ebenus","Chiroptera","Vespertilionidae","Lasiurus","ebenus",2.63905732961526,3.8275538488017,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_ega","Chiroptera","Vespertilionidae","Lasiurus","ega",2.50143595173921,3.8607297110406,NA,NA,NA,1,NA,2,NA
"Lasiurus_egregius","Chiroptera","Vespertilionidae","Lasiurus","egregius",NA,3.89161619565048,NA,NA,NA,NA,NA,2,NA
"Lasiurus_insularis","Chiroptera","Vespertilionidae","Lasiurus","insularis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_intermedius","Chiroptera","Vespertilionidae","Lasiurus","intermedius",3.13375357145137,4.00878667386045,NA,2.90690105984738,3.11794990627824,NA,NA,2,NA
"Lasiurus_minor","Chiroptera","Vespertilionidae","Lasiurus","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_pfeifferi","Chiroptera","Vespertilionidae","Lasiurus","pfeifferi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_salinae","Chiroptera","Vespertilionidae","Lasiurus","salinae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_seminolus","Chiroptera","Vespertilionidae","Lasiurus","seminolus",2.29051251175978,NA,NA,2.60120710548416,2.27931646605469,1,NA,2,NA
"Lasiurus_varius","Chiroptera","Vespertilionidae","Lasiurus","varius",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lasiurus_xanthinus","Chiroptera","Vespertilionidae","Lasiurus","xanthinus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Latidens_salimalii","Chiroptera","Pteropodidae","Latidens","salimalii",NA,4.21197943875532,4.66701758931417,NA,NA,NA,NA,2,NA
"Lavia_frons","Chiroptera","Megadermatidae","Lavia","frons",3.16968558067743,4.02535169073515,4.20454335452018,NA,NA,1,NA,2,53.48
"Leptonycteris_curasoae","Chiroptera","Phyllostomidae","Leptonycteris","curasoae",3.2296179214001,3.96632177883552,NA,3.52871070196111,3.17805383034795,3,NA,2,41.99
"Leptonycteris_nivalis","Chiroptera","Phyllostomidae","Leptonycteris","nivalis",3.1888289035159,4.03918415104483,NA,NA,NA,3,NA,2,NA
"Leptonycteris_yerbabuenae","Chiroptera","Phyllostomidae","Leptonycteris","yerbabuenae",3.10189246938238,3.97724879034585,NA,3.78418963391826,3.09104245335832,NA,NA,NA,41.99
"Lichonycteris_obscura","Chiroptera","Phyllostomidae","Lichonycteris","obscura",1.87180217690159,3.45157358898722,NA,NA,NA,2,NA,2,NA
"Lionycteris_spurrelli","Chiroptera","Phyllostomidae","Lionycteris","spurrelli",2.18041745901984,3.5550623063796,NA,NA,NA,1,NA,2,NA
"Lissonycteris_angolensis","Chiroptera","Pteropodidae","Lissonycteris","angolensis",4.22405616874376,4.29155473150981,4.65548299986168,NA,NA,2,NA,2,NA
"Lonchophylla_bokermanni","Chiroptera","Phyllostomidae","Lonchophylla","bokermanni",NA,3.68887945411394,NA,NA,NA,3,NA,2,NA
"Lonchophylla_dekeyseri","Chiroptera","Phyllostomidae","Lonchophylla","dekeyseri",NA,3.58324112209094,NA,NA,NA,3,NA,2,NA
"Lonchophylla_handleyi","Chiroptera","Phyllostomidae","Lonchophylla","handleyi",NA,3.82842398155183,NA,NA,NA,3,NA,2,NA
"Lonchophylla_hesperia","Chiroptera","Phyllostomidae","Lonchophylla","hesperia",NA,3.65039846729565,NA,NA,NA,3,NA,2,NA
"Lonchophylla_mordax","Chiroptera","Phyllostomidae","Lonchophylla","mordax",3.0708397460408,3.52223437670499,NA,NA,NA,3,NA,2,NA
"Lonchophylla_robusta","Chiroptera","Phyllostomidae","Lonchophylla","robusta",2.61885462229774,3.74950407593037,NA,NA,NA,3,NA,2,NA
"Lonchophylla_thomasi","Chiroptera","Phyllostomidae","Lonchophylla","thomasi",1.95868534054404,3.48093234968101,NA,NA,NA,3,NA,2,NA
"Lonchorhina_aurita","Chiroptera","Phyllostomidae","Lonchorhina","aurita",2.7330679640775,3.93280554461067,NA,NA,NA,1,NA,2,NA
"Lonchorhina_fernandezi","Chiroptera","Phyllostomidae","Lonchorhina","fernandezi",NA,3.74950407593037,NA,NA,NA,NA,NA,2,NA
"Lonchorhina_inusitata","Chiroptera","Phyllostomidae","Lonchorhina","inusitata",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lonchorhina_marinkellei","Chiroptera","Phyllostomidae","Lonchorhina","marinkellei",2.87186828633161,4.08597631255158,NA,NA,NA,NA,NA,2,NA
"Lonchorhina_orinocensis","Chiroptera","Phyllostomidae","Lonchorhina","orinocensis",2.20165917440409,3.76120011569356,NA,NA,NA,NA,NA,2,NA
"Lophostoma_brasiliense","Chiroptera","Phyllostomidae","Lophostoma","brasiliense",2.278292400425,3.59731226058845,NA,NA,NA,2,NA,2,NA
"Lophostoma_carrikeri","Chiroptera","Phyllostomidae","Lophostoma","carrikeri",3.10682632105958,3.83945231259331,NA,NA,NA,2,NA,2,NA
"Lophostoma_evotis","Chiroptera","Phyllostomidae","Lophostoma","evotis",3.0243197304059,3.91142282535611,NA,NA,NA,2,NA,2,NA
"Lophostoma_schulzi","Chiroptera","Phyllostomidae","Lophostoma","schulzi",2.89148225218019,3.75208896751182,NA,NA,NA,2,NA,2,NA
"Lophostoma_silvicolum","Chiroptera","Phyllostomidae","Lophostoma","silvicolum",3.47475758477018,3.9982007016692,NA,NA,NA,2,NA,2,NA
"Macroderma_gigas","Chiroptera","Megadermatidae","Macroderma","gigas",4.82326099366565,4.67282883446191,4.75203726179764,4.93533687004603,4.99721227376411,2,NA,2,NA
"Macroglossus_minimus","Chiroptera","Pteropodidae","Macroglossus","minimus",2.79116510781272,3.6946129859617,4.22083035949488,3.10548313751311,2.79422789734326,2,NA,2,65
"Macroglossus_sobrinus","Chiroptera","Pteropodidae","Macroglossus","sobrinus",3.08190996979504,3.84929617551984,NA,NA,NA,1,NA,2,NA
"Macrophyllum_macrophyllum","Chiroptera","Phyllostomidae","Macrophyllum","macrophyllum",2.08193842187842,3.57318797961774,NA,NA,NA,1,NA,2,NA
"Macrotus_californicus","Chiroptera","Phyllostomidae","Macrotus","californicus",2.4706386779903,3.92355624124182,NA,2.68239045432163,2.45958884180371,2,NA,2,35.51
"Macrotus_waterhousii","Chiroptera","Phyllostomidae","Macrotus","waterhousii",2.78932292123095,3.94429656597844,4.06663072365459,NA,NA,NA,NA,2,NA
"Megaderma_lyra","Chiroptera","Megadermatidae","Megaderma","lyra",3.67046086858992,4.24132675257075,4.30392994893746,NA,NA,2,NA,2,44.58
"Megaderma_spasma","Chiroptera","Megadermatidae","Megaderma","spasma",3.20720802000052,4.03406363133717,NA,NA,NA,2,NA,2,31.5
"Megaerops_ecaudatus","Chiroptera","Pteropodidae","Megaerops","ecaudatus",3.26918863874179,3.9982007016692,NA,NA,NA,1,NA,2,NA
"Megaerops_kusnotoi","Chiroptera","Pteropodidae","Megaerops","kusnotoi",NA,3.93808053974744,NA,NA,NA,NA,NA,2,NA
"Megaerops_niphanae","Chiroptera","Pteropodidae","Megaerops","niphanae",3.48400549284947,4.04602928527588,NA,NA,NA,NA,NA,2,NA
"Megaerops_wetmorei","Chiroptera","Pteropodidae","Megaerops","wetmorei",2.92852352386054,3.90156854752429,NA,NA,NA,NA,NA,2,NA
"Megaloglossus_woermanni","Chiroptera","Pteropodidae","Megaloglossus","woermanni",2.8160073426073,3.73361378545411,3.70352173085081,3.07731226054641,2.51769647261099,NA,NA,2,NA
"Melonycteris_fardoulisi","Chiroptera","Pteropodidae","Melonycteris","fardoulisi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melonycteris_melanops","Chiroptera","Pteropodidae","Melonycteris","melanops",3.86262265513302,4.094177881665,4.54467680555913,3.76537742508666,3.9759363311718,1,NA,2,NA
"Melonycteris_woodfordi","Chiroptera","Pteropodidae","Melonycteris","woodfordi",3.58905911883173,3.98397150474073,4.48051358138854,NA,NA,1,NA,2,NA
"Mesophylla_macconnelli","Chiroptera","Phyllostomidae","Mesophylla","macconnelli",1.92570744173779,3.45378983178133,NA,NA,NA,1,NA,2,NA
"Micronycteris_brosseti","Chiroptera","Phyllostomidae","Micronycteris","brosseti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronycteris_hirsuta","Chiroptera","Phyllostomidae","Micronycteris","hirsuta",2.5564518169511,3.76815263500844,NA,NA,NA,2,NA,2,NA
"Micronycteris_homezi","Chiroptera","Phyllostomidae","Micronycteris","homezi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronycteris_matses","Chiroptera","Phyllostomidae","Micronycteris","matses",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronycteris_megalotis","Chiroptera","Phyllostomidae","Micronycteris","megalotis",1.85629799036563,3.52488885400471,NA,NA,NA,2,NA,2,NA
"Micronycteris_microtis","Chiroptera","Phyllostomidae","Micronycteris","microtis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronycteris_minuta","Chiroptera","Phyllostomidae","Micronycteris","minuta",1.93152141160321,3.52636052461616,NA,NA,NA,2,NA,2,NA
"Micronycteris_sanborni","Chiroptera","Phyllostomidae","Micronycteris","sanborni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micronycteris_schmidtorum","Chiroptera","Phyllostomidae","Micronycteris","schmidtorum",2.04510886259933,3.56925096665841,NA,NA,NA,2,NA,2,NA
"Micropteropus_intermedius","Chiroptera","Pteropodidae","Micropteropus","intermedius",NA,4.1041298629569,NA,NA,NA,NA,NA,2,NA
"Micropteropus_pusillus","Chiroptera","Pteropodidae","Micropteropus","pusillus",3.23396146228624,3.95085902921334,4.33572088179737,NA,NA,1,NA,2,55.18
"Mimetillus_moloneyi","Chiroptera","Vespertilionidae","Mimetillus","moloneyi",2.18492704952581,3.3322045101752,NA,NA,NA,NA,NA,2,NA
"Mimon_bennettii","Chiroptera","Phyllostomidae","Mimon","bennettii",2.55722731136763,4.02535169073515,NA,NA,NA,2,NA,2,NA
"Mimon_cozumelae","Chiroptera","Phyllostomidae","Mimon","cozumelae",NA,4.17745946893261,NA,NA,NA,NA,NA,NA,NA
"Mimon_crenulatum","Chiroptera","Phyllostomidae","Mimon","crenulatum",2.63260800593535,3.8885496492425,NA,NA,NA,2,NA,2,NA
"Mimon_koepckeae","Chiroptera","Phyllostomidae","Mimon","koepckeae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_africanus","Chiroptera","Vespertilionidae","Miniopterus","africanus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_australis","Chiroptera","Vespertilionidae","Miniopterus","australis",2.00148000021012,3.70130197411249,NA,NA,NA,1,NA,2,NA
"Miniopterus_fraterculus","Chiroptera","Vespertilionidae","Miniopterus","fraterculus",1.99877363861238,3.74950407593037,NA,NA,NA,NA,NA,2,NA
"Miniopterus_fuscus","Chiroptera","Vespertilionidae","Miniopterus","fuscus",NA,3.72545243434478,NA,NA,NA,NA,NA,2,NA
"Miniopterus_gleni","Chiroptera","Vespertilionidae","Miniopterus","gleni",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_inflatus","Chiroptera","Vespertilionidae","Miniopterus","inflatus",2.70136121295141,3.87307425528957,NA,NA,NA,1,NA,2,NA
"Miniopterus_macrocneme","Chiroptera","Vespertilionidae","Miniopterus","macrocneme",2.0188950418118,3.75980379245064,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_magnater","Chiroptera","Vespertilionidae","Miniopterus","magnater",2.64900766046843,3.91182298542548,NA,NA,NA,NA,NA,2,NA
"Miniopterus_majori","Chiroptera","Vespertilionidae","Miniopterus","majori",NA,3.79773385902602,NA,NA,NA,1,NA,NA,NA
"Miniopterus_manavi","Chiroptera","Vespertilionidae","Miniopterus","manavi",NA,3.61172839492552,NA,NA,NA,1,NA,NA,NA
"Miniopterus_medius","Chiroptera","Vespertilionidae","Miniopterus","medius",2.43361335540045,NA,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_minor","Chiroptera","Vespertilionidae","Miniopterus","minor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_natalensis","Chiroptera","Vespertilionidae","Miniopterus","natalensis",2.34468626901268,3.80666248977032,NA,NA,NA,1,NA,NA,58.59
"Miniopterus_paululus","Chiroptera","Vespertilionidae","Miniopterus","paululus",NA,3.58324112209094,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_pusillus","Chiroptera","Vespertilionidae","Miniopterus","pusillus",2.19165353228676,3.7374314946961,NA,NA,NA,NA,NA,2,NA
"Miniopterus_robustior","Chiroptera","Vespertilionidae","Miniopterus","robustior",NA,3.71357206670431,NA,NA,NA,NA,NA,2,NA
"Miniopterus_schreibersii","Chiroptera","Vespertilionidae","Miniopterus","schreibersii",2.43886271128659,3.82842398155183,NA,NA,NA,1,NA,2,60.19
"Miniopterus_shortridgei","Chiroptera","Vespertilionidae","Miniopterus","shortridgei",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miniopterus_tristis","Chiroptera","Vespertilionidae","Miniopterus","tristis",2.71931979336044,3.93182563272433,NA,NA,NA,NA,NA,2,NA
"Molossops_aequatorianus","Chiroptera","Molossidae","Molossops","aequatorianus",NA,3.59731226058845,NA,NA,NA,1,NA,2,NA
"Molossops_mattogrossensis","Chiroptera","Molossidae","Molossops","mattogrossensis",2.01223279198639,3.34955314850982,NA,NA,NA,1,NA,2,NA
"Molossops_neglectus","Chiroptera","Molossidae","Molossops","neglectus",NA,3.56925096665841,NA,NA,NA,1,NA,2,NA
"Molossops_temminckii","Chiroptera","Molossidae","Molossops","temminckii",1.76814960358892,3.34955314850982,NA,NA,NA,1,NA,2,NA
"Molossus_aztecus","Chiroptera","Molossidae","Molossus","aztecus",2.69867303928961,NA,NA,NA,NA,NA,NA,NA,NA
"Molossus_barnesi","Chiroptera","Molossidae","Molossus","barnesi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Molossus_coibensis","Chiroptera","Molossidae","Molossus","coibensis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Molossus_currentium","Chiroptera","Molossidae","Molossus","currentium",2.87863650167774,3.71357206670431,NA,NA,NA,NA,NA,2,NA
"Molossus_molossus","Chiroptera","Molossidae","Molossus","molossus",2.61739583283408,3.64335893881213,4.0913400532018,3.0022112396517,2.80336038090653,1,NA,2,60.45
"Molossus_pretiosus","Chiroptera","Molossidae","Molossus","pretiosus",4.58496747867057,3.8177123259569,NA,NA,NA,NA,NA,2,NA
"Molossus_rufus","Chiroptera","Molossidae","Molossus","rufus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Molossus_sinaloae","Chiroptera","Molossidae","Molossus","sinaloae",3.04879899449068,3.85142338329922,NA,NA,NA,1,NA,2,47.25
"Monophyllus_plethodon","Chiroptera","Phyllostomidae","Monophyllus","plethodon",2.72981169288372,3.7736800558064,NA,NA,NA,NA,NA,2,NA
"Monophyllus_redmani","Chiroptera","Phyllostomidae","Monophyllus","redmani",2.17361471169709,3.67452694788954,NA,2.40964416528745,2.16332302566054,3,NA,2,NA
"Mops_brachypterus","Chiroptera","Molossidae","Mops","brachypterus",2.77258872223978,3.59731226058845,NA,NA,NA,NA,NA,2,NA
"Mops_condylurus","Chiroptera","Molossidae","Mops","condylurus",3.28053520525493,3.85481753165737,NA,NA,NA,1,NA,2,49.99
"Mops_congicus","Chiroptera","Molossidae","Mops","congicus",3.75747224557955,4.01638302075239,NA,NA,NA,NA,NA,2,NA
"Mops_demonstrator","Chiroptera","Molossidae","Mops","demonstrator",NA,3.68887945411394,NA,NA,NA,NA,NA,2,NA
"Mops_leucostigma","Chiroptera","Molossidae","Mops","leucostigma",3.28802868355652,NA,NA,NA,NA,1,NA,NA,NA
"Mops_midas","Chiroptera","Molossidae","Mops","midas",3.8177123259569,4.11903717481247,NA,NA,NA,1,NA,2,NA
"Mops_mops","Chiroptera","Molossidae","Mops","mops",3.43785069931019,3.8177123259569,NA,NA,NA,1,NA,2,NA
"Mops_nanulus","Chiroptera","Molossidae","Mops","nanulus",NA,3.36729582998647,NA,NA,NA,NA,NA,2,NA
"Mops_niangarae","Chiroptera","Molossidae","Mops","niangarae",NA,NA,NA,NA,NA,NA,NA,2,NA
"Mops_niveiventer","Chiroptera","Molossidae","Mops","niveiventer",3.08282698040492,NA,NA,NA,NA,1,NA,2,NA
"Mops_petersoni","Chiroptera","Molossidae","Mops","petersoni",NA,3.51154543883102,NA,NA,NA,NA,NA,2,NA
"Mops_sarasinorum","Chiroptera","Molossidae","Mops","sarasinorum",NA,3.7374314946961,NA,NA,NA,1,NA,2,NA
"Mops_spurrelli","Chiroptera","Molossidae","Mops","spurrelli",2.089391872533,3.31418600467253,NA,NA,NA,NA,NA,2,NA
"Mops_thersites","Chiroptera","Molossidae","Mops","thersites",3.09058780456667,3.67630067190708,NA,NA,NA,NA,NA,2,NA
"Mops_trevori","Chiroptera","Molossidae","Mops","trevori",NA,3.96081316959758,NA,NA,NA,NA,NA,2,NA
"Mormoops_blainvillei","Chiroptera","Mormoopidae","Mormoops","blainvillei",2.1621729392773,3.83945231259331,NA,2.07819075977818,2.15176220325946,1,NA,2,NA
"Mormoops_magna","Chiroptera","Mormoopidae","Mormoops","magna",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mormoops_megalophylla","Chiroptera","Mormoopidae","Mormoops","megalophylla",2.77819796100429,4.00715135051972,4.20080447332323,3.19540246868256,2.80336038090653,1,NA,2,NA
"Mormopterus_acetabulosus","Chiroptera","Molossidae","Mormopterus","acetabulosus",NA,3.66330520299451,NA,NA,NA,NA,NA,2,NA
"Mormopterus_beccarii","Chiroptera","Molossidae","Mormopterus","beccarii",2.66025953726586,3.58324112209094,NA,NA,NA,1,NA,2,NA
"Mormopterus_doriae","Chiroptera","Molossidae","Mormopterus","doriae",NA,3.63758615972639,NA,NA,NA,1,NA,2,NA
"Mormopterus_jugularis","Chiroptera","Molossidae","Mormopterus","jugularis",2.44755086324423,3.62086824349739,NA,NA,NA,1,NA,2,NA
"Mormopterus_kalinowskii","Chiroptera","Molossidae","Mormopterus","kalinowskii",NA,3.59731226058845,NA,NA,NA,NA,NA,2,NA
"Mormopterus_loriae","Chiroptera","Molossidae","Mormopterus","loriae",1.94591014905531,NA,NA,NA,NA,NA,NA,NA,NA
"Mormopterus_minutus","Chiroptera","Molossidae","Mormopterus","minutus",NA,3.40119738166216,NA,NA,NA,NA,NA,2,NA
"Mormopterus_norfolkensis","Chiroptera","Molossidae","Mormopterus","norfolkensis",2.07944154167984,3.59731226058845,NA,NA,NA,NA,NA,2,NA
"Mormopterus_phrudus","Chiroptera","Molossidae","Mormopterus","phrudus",NA,3.52636052461616,NA,NA,NA,NA,NA,2,NA
"Mormopterus_planiceps","Chiroptera","Molossidae","Mormopterus","planiceps",2.22354188565359,3.51393065164939,NA,NA,NA,NA,NA,2,NA
"Mosia_nigrescens","Chiroptera","Emballonuridae","Mosia","nigrescens",1.20297230399235,3.54095932403731,NA,NA,NA,NA,NA,2,NA
"Murina_aenea","Chiroptera","Vespertilionidae","Murina","aenea",2.01490302054226,3.56925096665841,NA,NA,NA,NA,NA,2,NA
"Murina_aurata","Chiroptera","Vespertilionidae","Murina","aurata",NA,3.40119738166216,NA,NA,NA,NA,NA,2,NA
"Murina_cyclotis","Chiroptera","Vespertilionidae","Murina","cyclotis",2.2353763433006,3.53921867955953,NA,NA,NA,NA,NA,2,NA
"Murina_florium","Chiroptera","Vespertilionidae","Murina","florium",1.48387468945875,3.54095932403731,NA,NA,NA,NA,NA,2,NA
"Murina_fusca","Chiroptera","Vespertilionidae","Murina","fusca",NA,NA,NA,NA,NA,NA,NA,2,NA
"Murina_grisea","Chiroptera","Vespertilionidae","Murina","grisea",NA,3.49620448524049,NA,NA,NA,NA,NA,2,NA
"Murina_hilgendorfi","Chiroptera","Vespertilionidae","Murina","hilgendorfi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murina_huttoni","Chiroptera","Vespertilionidae","Murina","huttoni",2.02287119019144,3.51154543883102,NA,NA,NA,NA,NA,2,NA
"Murina_leucogaster","Chiroptera","Vespertilionidae","Murina","leucogaster",2.02022218201986,3.7374314946961,NA,NA,NA,NA,NA,2,NA
"Murina_puta","Chiroptera","Vespertilionidae","Murina","puta",NA,3.56925096665841,NA,NA,NA,NA,NA,2,NA
"Murina_rozendaali","Chiroptera","Vespertilionidae","Murina","rozendaali",NA,3.49620448524049,NA,NA,NA,NA,NA,2,NA
"Murina_ryukyuana","Chiroptera","Vespertilionidae","Murina","ryukyuana",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murina_silvatica","Chiroptera","Vespertilionidae","Murina","silvatica",NA,3.41772668361337,NA,NA,NA,NA,NA,2,NA
"Murina_suilla","Chiroptera","Vespertilionidae","Murina","suilla",1.38629436111989,3.40119738166216,NA,NA,NA,NA,NA,2,NA
"Murina_tenebrosa","Chiroptera","Vespertilionidae","Murina","tenebrosa",NA,3.54095932403731,NA,NA,NA,NA,NA,2,NA
"Murina_tubinaris","Chiroptera","Vespertilionidae","Murina","tubinaris",1.69561560867515,3.46573590279973,NA,NA,NA,NA,NA,2,NA
"Murina_ussuriensis","Chiroptera","Vespertilionidae","Murina","ussuriensis",NA,3.43366457179966,NA,NA,NA,NA,NA,2,NA
"Musonycteris_harrisoni","Chiroptera","Phyllostomidae","Musonycteris","harrisoni",NA,3.72545243434478,NA,NA,NA,NA,NA,2,NA
"Myonycteris_brachycephala","Chiroptera","Pteropodidae","Myonycteris","brachycephala",NA,4.14329344395396,NA,NA,NA,NA,NA,2,NA
"Myonycteris_relicta","Chiroptera","Pteropodidae","Myonycteris","relicta",3.97631149531051,4.24391333254425,NA,NA,NA,NA,NA,2,NA
"Myonycteris_torquata","Chiroptera","Pteropodidae","Myonycteris","torquata",3.80488312987024,4.10988977355756,4.59915211366253,NA,NA,NA,NA,2,NA
"Myopterus_daubentonii","Chiroptera","Molossidae","Myopterus","daubentonii",NA,3.91182298542548,NA,NA,NA,NA,NA,2,NA
"Myopterus_whitleyi","Chiroptera","Molossidae","Myopterus","whitleyi",2.4466854369678,3.5550623063796,NA,NA,NA,NA,NA,2,NA
"Myotis_abei","Chiroptera","Vespertilionidae","Myotis","abei",NA,3.52636052461616,NA,NA,NA,NA,NA,2,NA
"Myotis_adversus","Chiroptera","Vespertilionidae","Myotis","adversus",2.34276688262688,3.68411813701223,NA,NA,NA,1,NA,2,56.28
"Myotis_aelleni","Chiroptera","Vespertilionidae","Myotis","aelleni",NA,3.67630067190708,NA,NA,NA,NA,NA,2,NA
"Myotis_albescens","Chiroptera","Vespertilionidae","Myotis","albescens",1.73871024813824,3.58324112209094,NA,NA,NA,NA,NA,2,30.2
"Myotis_alcathoe","Chiroptera","Vespertilionidae","Myotis","alcathoe",NA,NA,NA,NA,NA,NA,NA,NA,NA
