student	entry	year	speciesname	actualspecies	timestatus
1	cat	1styear	Felis catus	y	past
1	cat	1styear	Felis catus	y	past
1	cat	1styear	Felis catus	y	past
1	mouse	1styear	Mus musculus	y	past
1	dog	1styear	Canis lupus familiaris	y	past
1	dog	1styear	Canis lupus familiaris	y	past
2	cat	seniorgradstudent	Felis catus	y	past
2	bunny	seniorgradstudent	Oryctolagus cuniculus	y	past
2	bunny	seniorgradstudent	Oryctolagus cuniculus	y	past
2	gerbil	seniorgradstudent	Pachyuromys duprasi	y	past
2	gerbil	seniorgradstudent	Pachyuromys duprasi	y	past
2	gerbil	seniorgradstudent	Pachyuromys duprasi	y	past
2	mouse	seniorgradstudent	Mus musculus	y	past
2	mouse	seniorgradstudent	Mus musculus	y	past
2	mouse	seniorgradstudent	Mus musculus	y	past
2	canary	seniorgradstudent	Serinus canaria domestica	y	past
2	hermitcrab	seniorgradstudent	Coenobita clypeatus	y	past
2	hermitcrab	seniorgradstudent	Coenobita clypeatus	y	past
2	iguana	seniorgradstudent	Iguana iguana	y	past
2	newt	seniorgradstudent	Notophthalmus viridescens	y	past
2	newt	seniorgradstudent	Notophthalmus viridescens	y	past
2	xenopus	seniorgradstudent	Xenopus laevis	y	past
2	xenopus	seniorgradstudent	Xenopus laevis	y	past
2	xenopus	seniorgradstudent	Xenopus laevis	y	past
2	tetra	seniorgradstudent	Paracheirodon innesi	y	past
2	tetra	seniorgradstudent	Paracheirodon innesi	y	past
2	guineapig	seniorgradstudent	Cavia porcellus	y	past
2	bunny	seniorgradstudent	Oryctolagus cuniculus	y	past
2	goldfish	seniorgradstudent	Carassius auratus	y	past
2	goldfish	seniorgradstudent	Carassius auratus	y	past
2	goldfish	seniorgradstudent	Carassius auratus	y	past
3	parakeet	2ndyear	Melopsittacus undulatus	y	past
3	parakeet	2ndyear	Melopsittacus undulatus	y	past
3	parakeet	2ndyear	Melopsittacus undulatus	y	past
3	cat	2ndyear	Felis catus	y	past
3	cat	2ndyear	Felis catus	y	past
3	cat	2ndyear	Felis catus	y	past
3	cat	2ndyear	Felis catus	y	past
3	cat	2ndyear	Felis catus	y	past
3	cat	2ndyear	Felis catus	y	past
3	cat	2ndyear	Felis catus	y	past
3	dog	2ndyear	Canis lupus familiaris	y	past
4	none	4thyear	none	n	past
5	cat	4thyear	Felis catus	y	past
5	cat	4thyear	Felis catus	y	past
5	turtle	4thyear	Trachemys scripta 	y	past
5	fish	4thyear	Carassius auratus	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	cat	3rdyear	Felis catus	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
6	dog	3rdyear	Canis lupus familiaris	y	past
7	cats	1styear	Felis catus	y	past
7	dogs	1styear	Canis lupus familiaris	y	past
7	rabbit	1styear	Oryctolagus cuniculus	y	past
8	turtle	seniorgradstudent	Trachemys scripta 	y	past
8	turtle	seniorgradstudent	Trachemys scripta 	y	past
8	turtle	seniorgradstudent	Trachemys scripta 	y	past
8	turtle	seniorgradstudent	Trachemys scripta 	y	past
8	turtle	seniorgradstudent	Trachemys scripta 	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	cat	seniorgradstudent	Felis catus	y	past
8	chameleon	seniorgradstudent	Chamaeleocalyptratus	y	past
8	chameleon	seniorgradstudent	Chamaeleocalyptratus	y	past
8	gecko	seniorgradstudent	Rhacodactylus ciliatus	y	past
8	iguana	seniorgradstudent	Iguana iguana	y	past
9	dog	2ndyear	Canis lupus familiaris	y	past
9	cat	2ndyear	Felis catus	y	past
9	fish	2ndyear	Carassius auratus	y	past
9	fish	2ndyear	Carassius auratus	y	past
10	dog	2ndyear	Canis lupus familiaris	y	past
10	dog	2ndyear	Canis lupus familiaris	y	past
10	fish	2ndyear	Carassius auratus	y	past
10	hampster	2ndyear	Phodopus sungorus	y	past
10	cat	2ndyear	Felis catus	y	past
10	cat	2ndyear	Felis catus	y	past
10	cat	2ndyear	Felis catus	y	past
11	cat	seniorgradstudent	Felis catus	y	past
11	cat	seniorgradstudent	Felis catus	y	past
11	cat	seniorgradstudent	Felis catus	y	past
11	hermitcrab	seniorgradstudent	Coenobita clypeatus	y	past
11	betafish	seniorgradstudent	Betta splendens	y	past
11	sensitiveplant	seniorgradstudent	Mimosa pudica	y	past
11	sourdoughculture	seniorgradstudent	Lactobacillus acidophilus	y	past
11	prayingmantis	seniorgradstudent	Sphodromantis viridis	y	past
11	prayingmantis	seniorgradstudent	Sphodromantis viridis	y	past
11	hamster	seniorgradstudent	Phodopus sungorus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	cat	seniorgradstudent	Felis catus	y	past
12	dog	seniorgradstudent	Canis lupus familiaris	y	past
12	dog	seniorgradstudent	Canis lupus familiaris	y	past
12	dog	seniorgradstudent	Canis lupus familiaris	y	past
12	horse	seniorgradstudent	Equus caballus	y	past
12	horse	seniorgradstudent	Equus caballus	y	past
12	horse	seniorgradstudent	Equus caballus	y	past
12	horse	seniorgradstudent	Equus caballus	y	past
12	horse	seniorgradstudent	Equus caballus	y	past
12	goldfish	seniorgradstudent	Carassius auratus	y	past
12	goldfish	seniorgradstudent	Carassius auratus	y	past
12	goldfish	seniorgradstudent	Carassius auratus	y	past
12	goldfish	seniorgradstudent	Carassius auratus	y	past
13	dog	1styear	Canis lupus familiaris	y	past
13	dog	1styear	Canis lupus familiaris	y	past
13	lizard	1styear	Iguana iguana	y	past
13	dog	1styear	Canis lupus familiaris	y	past
14	frog	1styear	Xenopus laevis	y	past
14	frog	1styear	Xenopus laevis	y	past
14	frog	1styear	Xenopus laevis	y	past
14	frog	1styear	Xenopus laevis	y	past
14	frog	1styear	Xenopus laevis	y	past
14	frog	1styear	Xenopus laevis	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	caterpillar	1styear	Lymantria dispar dispar	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	snail	1styear	Cornu aspersum	y	past
14	Americanrobin	1styear	Turdus migratorius	y	past
14	earthworm	1styear	Eisenia fetida	y	past
14	grasshopper	1styear	Dactylotum bicolor	y	past
14	grasshopper	1styear	Dactylotum bicolor	y	past
14	dog	1styear	Canis lupus familiaris	y	past
14	dog	1styear	Canis lupus familiaris	y	past
15	dog	1styear	Canis lupus familiaris	y	past
15	guineapig	1styear	Cavia porcellus	y	past
15	cat	1styear	Felis catus	y	past
15	dog	1styear	Canis lupus familiaris	y	past
15	cat	1styear	Felis catus	y	past
15	cat	1styear	Felis catus	y	past
15	rabbit	1styear	Oryctolagus cuniculus	y	past
15	rabbit	1styear	Oryctolagus cuniculus	y	past
15	salamander	1styear	Ambystoma macrodactylum	y	past
15	salamander	1styear	Ambystoma macrodactylum	y	past
15	salamander	1styear	Ambystoma macrodactylum	y	past
15	sunconure	1styear	Aratinga solstitialis	y	past
15	sunconure	1styear	Aratinga solstitialis	y	past
15	sugarglider	1styear	Petaurus breviceps	y	past
15	cat	1styear	Felis catus	y	past
15	cat	1styear	Felis catus	y	past
15	dog	1styear	Canis lupus familiaris	y	past
15	dog	1styear	Canis lupus familiaris	y	past
15	dog	1styear	Canis lupus familiaris	y	past
15	cat	1styear	Felis catus	y	past
16	Anolis	3rdyear	Anolis carolinensis	y	past
16	anolis	3rdyear	Anolis carolinensis	y	past
16	frog	3rdyear	Xenopus laevis	y	past
16	dog	3rdyear	Canis lupus familiaris	y	past
17	cat	2ndyear	Felis catus	y	past
17	dog	2ndyear	Canis lupus familiaris	y	past
17	cat	2ndyear	Felis catus	y	past
17	fish	2ndyear	Carassius auratus	y	past
17	iguana	2ndyear	Iguana iguana	y	past
17	beardeddragon	2ndyear	Pogona barbata	y	past
17	beardeddragon	2ndyear	Pogona barbata	y	past
17	caterpillar	2ndyear	Lymantria dispar dispar	y	past
17	caterpillar	2ndyear	Lymantria dispar dispar	y	past
17	caterpillar	2ndyear	Lymantria dispar dispar	y	past
17	caterpillar	2ndyear	Lymantria dispar dispar	y	past
17	caterpillar	2ndyear	Lymantria dispar dispar	y	past
17	caterpillar	2ndyear	Lymantria dispar dispar	y	past
17	snail	2ndyear	Cornu aspersum	y	past
18	cat	1styear	Felis catus	y	past
18	bird	1styear	Hydrocoloeus minutus	y	past
18	bird	1styear	Hydrocoloeus minutus	y	past
18	hamster	1styear	Phodopus sungorus	y	past
18	gerbil	1styear	Pachyuromys duprasi	y	past
18	gerbil	1styear	Pachyuromys duprasi	y	past
18	fish	1styear	Carassius auratus	y	past
19	dog	5thyear	Canis lupus familiaris	y	past
19	dog	5thyear	Canis lupus familiaris	y	past
19	dog	5thyear	Canis lupus familiaris	y	past
19	dog	5thyear	Canis lupus familiaris	y	past
19	cat	5thyear	Felis catus	y	past
19	cat	5thyear	Felis catus	y	past
19	cat	5thyear	Felis catus	y	past
19	cat	5thyear	Felis catus	y	past
19	dog	5thyear	Canis lupus familiaris	y	past
19	dog	5thyear	Canis lupus familiaris	y	past
20	Hedgehog	2ndyear	Atelerix albiventris	y	past
20	boxtortoise	2ndyear	Terrapene carolina	y	past
21	dog	5thyear	Canis lupus familiaris	y	past
21	dog	5thyear	Canis lupus familiaris	y	past
21	dog	5thyear	Canis lupus familiaris	y	past
21	cat	5thyear	Felis catus	y	past
21	fish	5thyear	Carassius auratus	y	past
21	frog	5thyear	Xenopus laevis	y	past
21	anole	5thyear	Anolis carolinensis	y	past
22	dog	4thyear	Canis lupus familiaris	y	past
22	cat	4thyear	Felis catus	y	past
23	goldfish	3rdyear	Carassius auratus	y	past
23	goldfish	3rdyear	Carassius auratus	y	past
23	goldfish	3rdyear	Carassius auratus	y	past
23	springpeeperfrog	3rdyear	Pseudacris crucifer	y	past
23	ticks	3rdyear	Ixodes scapularis	y	past
23	crayfish	3rdyear	Pacifastacus leniusculus	y	past
23	minnow	3rdyear	Pimephales promelas	y	past
23	minnow	3rdyear	Pimephales promelas	y	past
23	perch	3rdyear	Perca flavescens	y	past
23	crayfish	3rdyear	Pacifastacus leniusculus	y	past
23	crayfish	3rdyear	Pacifastacus leniusculus	y	past
23	cat	3rdyear	Felis catus	y	past
23	cat	3rdyear	Felis catus	y	past
23	goldfish	3rdyear	Carassius auratus	y	past
23	goldfish	3rdyear	Carassius auratus	y	past
23	betta	3rdyear	Betta splendens	y	past
23	long-toedsalamander	3rdyear	Ambystoma macrodactylum	y	past
23	stickinsect	3rdyear	Phobaeticus chani	y	past
23	stickinsect	3rdyear	Phobaeticus chani	y	past
23	stickinsect	3rdyear	Phobaeticus chani	y	past
24	dog	1styear	Canis lupus familiaris	y	past
24	fish	1styear	Carassius auratus	y	past
24	fish	1styear	Carassius auratus	y	past
25	fish	4thyear	Carassius auratus	y	past
25	dog	4thyear	Canis lupus familiaris	y	past
25	cat	4thyear	Felis catus	y	past
26	dog	4thyear	Canis lupus familiaris	y	past
26	dog	4thyear	Canis lupus familiaris	y	past
26	dog	4thyear	Canis lupus familiaris	y	past
26	guineapig	4thyear	Cavia porcellus	y	past
26	turtle	4thyear	Trachemys scripta 	y	past
26	turtle	4thyear	Trachemys scripta 	y	past
26	turtleturtle	4thyear	Trachemys scripta 	y	past
26	rabbit	4thyear	Oryctolagus cuniculus	y	past
26	ferret	4thyear	Mustela putorius furo	y	past
26	firebellytoad	4thyear	Bombina bombina	y	past
26	firebellytoad	4thyear	Bombina bombina	y	past
26	chicken	4thyear	Gallus gallus domesticus	y	past
26	chicken	4thyear	Gallus gallus domesticus	y	past
26	chicken	4thyear	Gallus gallus domesticus	y	past
26	beardeddragon	4thyear	Pogona barbata	y	past
27	dog	4thyear	Canis lupus familiaris	y	past
27	gecko	4thyear	Rhacodactylus ciliatus	y	past
27	rock	4thyear	Rock	n	past
28	Pyrrhurafrontalis	seniorgradstudent	Pyrrhura frontalis	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	dog	4thyear	Canis lupus familiaris	y	past
29	cat	4thyear	Felis catus	y	past
29	cat	4thyear	Felis catus	y	past
29	cat	4thyear	Felis catus	y	past
29	cat	4thyear	Felis catus	y	past
29	cat	4thyear	Felis catus	y	past
29	cat	4thyear	Felis catus	y	past
29	Sciuruscarolinensis	4thyear	Sciurus carolinensis	y	past
29	Pythonregius	4thyear	Python regius	y	past
29	Boaconstrictor	4thyear	Boa constrictor	y	past
29	Boaconstrictor	4thyear	Boa constrictor	y	past
29	Physignathuscocincinus	4thyear	Physignathus cocincinus	y	past
29	Chamaeleocalyptratus	4thyear	Chamaeleo calyptratus	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
29	cichlid	4thyear	Pseudotropheus lombardoi	y	past
